status,score,method,nces_unitid,nces_name,school_id,school_name
unmatched,0.467,fuzzy,121044,Pasadena City College,,
unmatched,0.526,ambiguous,121150,Pepperdine University,,
unmatched,0.408,ambiguous,121178,Peralta Community College System Office,,
unmatched,0.500,ambiguous,121257,Pitzer College,,
unmatched,0.500,fuzzy,121275,Platt College-San Diego,,
unmatched,0.606,fuzzy,121309,Point Loma Nazarene University,,
unmatched,0.615,ambiguous,121345,Pomona College,,
unmatched,0.571,ambiguous,121363,Porterville College,,
unmatched,0.444,ambiguous,121433,Professional Institute of Beauty,,
unmatched,0.625,ambiguous,121619,Santa Ana College,,
unmatched,0.462,ambiguous,121628,Pardee RAND Graduate School,,
unmatched,0.571,fuzzy,121637,Shasta School of Cosmetology,,
unmatched,0.625,ambiguous,121691,University of Redlands,,
unmatched,0.625,fuzzy,121707,College of the Redwoods,,
unmatched,0.542,fuzzy,121859,Salon Success Academy-Upland,,
unmatched,0.542,fuzzy,121868,Salon Success Academy-Corona,,
unmatched,0.571,fuzzy,121886,Rio Hondo College,,
unmatched,0.476,ambiguous,121901,Riverside City College,,
unmatched,0.412,ambiguous,122117,Dongguk University Los Angeles,,
unmatched,0.485,ambiguous,122180,Sacramento City College,,
unmatched,0.500,ambiguous,122205,Saddleback College,,
unmatched,0.519,fuzzy,122296,Samuel Merritt University,,
unmatched,0.361,ambiguous,122320,San Diego Community College District-District Office,,
unmatched,0.462,ambiguous,122339,San Diego City College,,
unmatched,0.593,fuzzy,122375,San Diego Mesa College,,
unmatched,0.452,ambiguous,122384,San Diego Miramar College,,
unmatched,0.522,ambiguous,122409,San Diego State University,,
unmatched,0.512,fuzzy,12240901,San Diego State University-Imperial Valley Campus,,
unmatched,0.522,ambiguous,122436,University of San Diego,,
unmatched,0.486,ambiguous,122454,San Francisco Art Institute,,
unmatched,0.386,ambiguous,122506,San Francisco Conservatory of Music,,
unmatched,0.533,ambiguous,122597,San Francisco State University,,
unmatched,0.533,ambiguous,122612,University of San Francisco,,
unmatched,0.552,ambiguous,122649,San Joaquin College of Law,,
unmatched,0.500,ambiguous,122658,San Joaquin Delta College,,
unmatched,0.478,fuzzy,12265801,San Joaquin General Hospital School of Radiation Technology,,
unmatched,0.455,ambiguous,122685,San Joaquin Valley College-Visalia,,
unmatched,0.417,ambiguous,122694,San Joaquin Valley College-Bakersfield,,
unmatched,0.727,fuzzy,122728,William Jessup University,,
unmatched,0.440,fuzzy,122737,San Jose-Evergreen Community College District,,
unmatched,0.500,ambiguous,122746,San Jose City College,,
unmatched,0.632,fuzzy,122755,San Jose State University,,
unmatched,0.444,ambiguous,122782,San Mateo County Community College District Office,,
unmatched,0.636,ambiguous,122791,College of San Mateo,,
unmatched,0.440,ambiguous,122834,Santa Barbara Business College-Bakersfield,,
unmatched,0.465,ambiguous,122889,Santa Barbara City College,,
unmatched,0.640,fuzzy,122931,Santa Clara University,,
unmatched,0.468,ambiguous,12293101,Jesuit School of Theology of Santa Clara University,,
unmatched,0.692,fuzzy,122977,Santa Monica College,,
unmatched,0.500,ambiguous,123013,Santa Rosa Junior College,,
unmatched,0.533,fuzzy,123095,Saybrook University,,
unmatched,0.500,ambiguous,123165,Scripps College,,
unmatched,0.533,ambiguous,123217,College of the Sequoias,,
unmatched,0.468,fuzzy,123280,Shasta Bible College and Graduate School,,
unmatched,0.500,fuzzy,123299,Shasta College,,
unmatched,0.533,fuzzy,123341,Sierra College,,
unmatched,0.500,fuzzy,123350,Sierra College of Beauty,,
unmatched,0.560,fuzzy,123448,Trinity Law School,,
unmatched,0.667,fuzzy,123457,Simpson University,,
unmatched,0.471,fuzzy,123484,College of the Siskiyous,,
unmatched,0.373,ambiguous,123493,Charles A Jones Career and Education Center,,
unmatched,0.545,ambiguous,123509,Skyline College,,
unmatched,0.564,fuzzy,123527,San Bernardino Valley College,,
unmatched,0.526,ambiguous,123554,Saint Mary's College of California,,
unmatched,0.615,fuzzy,123563,Solano Community College,,
unmatched,0.571,ambiguous,123572,Sonoma State University,,
unmatched,0.667,fuzzy,123633,South Baylo University,,
unmatched,0.667,fuzzy,123642,South Coast College,,
unmatched,0.591,ambiguous,123651,Vanguard University of Southern California,,
unmatched,0.512,fuzzy,123679,Concorde Career College-Garden Grove,,
unmatched,0.833,fuzzy,123800,Southwestern College,,
unmatched,0.533,fuzzy,123916,Starr King School for the Ministry,,
unmatched,0.533,fuzzy,123925,State Center Community College District,,
unmatched,0.519,fuzzy,123943,Marshall B Ketchum University,,
unmatched,0.581,fuzzy,123952,Southern California Institute of Architecture,,
unmatched,0.706,ambiguous,123961,University of Southern California,,
unmatched,0.714,fuzzy,123970,Southwestern Law School,,
unmatched,0.667,fuzzy,124113,Taft College,,
unmatched,0.526,ambiguous,124283,Claremont School of Theology,,
unmatched,0.615,fuzzy,124292,Thomas Aquinas College,,
unmatched,0.421,fuzzy,12429201,Thomas Aquinas College - New England,,
unmatched,0.414,ambiguous,124487,Epic Bible College & Graduate School,,
unmatched,0.382,ambiguous,124557,University of California-System Administration Central Office,,
unmatched,0.519,fuzzy,124681,UEI College-Huntington Park,,
unmatched,0.458,ambiguous,124706,Concorde Career College-San Bernardino,,
unmatched,0.417,ambiguous,124937,Concorde Career College-North Hollywood,,
unmatched,0.429,ambiguous,125019,Ventura County Community College System Office,,
unmatched,0.571,fuzzy,125028,Ventura College,,
unmatched,0.429,fuzzy,125037,The Santa Barbara and Ventura Colleges of Law at Ventura,,
unmatched,0.500,ambiguous,125082,Bridges Beauty College,,
unmatched,0.667,fuzzy,125091,Victor Valley College,,
unmatched,0.588,fuzzy,12509101,Victor Valley Community College - Aviation Technology,,
unmatched,0.500,ambiguous,125170,Berkeley City College,,
unmatched,0.435,fuzzy,125222,West Valley Mission Community College District Office,,
unmatched,0.600,fuzzy,125231,Walden University,,
unmatched,0.538,fuzzy,125310,Waynes College of Beauty,,
unmatched,0.629,fuzzy,125462,West Hills College-Coalinga,,
unmatched,0.500,ambiguous,125471,West Los Angeles College,,
unmatched,0.727,fuzzy,125499,West Valley College,,
unmatched,0.564,fuzzy,125532,Carrington College-Sacramento,,
unmatched,0.452,fuzzy,125718,Westminster Theological Seminary in California,,
unmatched,0.737,fuzzy,125727,Westmont College,,
unmatched,0.533,ambiguous,125763,Whittier College,,
unmatched,0.556,ambiguous,125897,Woodbury University,,
updated,0.900,exact_name,126012,The Wright Institute,135,Wright State University
updated,0.900,exact_name,12601201,Wright Institute (The) -,135,Wright State University
unmatched,0.444,ambiguous,126049,Thomas Jefferson School of Law,,
unmatched,0.352,ambiguous,126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,,
unmatched,0.400,ambiguous,126100,Yosemite Community College District Office,,
unmatched,0.500,ambiguous,126119,Yuba College,,
unmatched,0.459,fuzzy,126164,The Salon Professional Academy-Grand Junction,,
updated,0.900,exact_name,126182,Adams State University,29,Adams State University
unmatched,0.366,fuzzy,126207,Aims Community College,,
unmatched,0.320,ambiguous,126289,Arapahoe Community College,,
unmatched,0.270,fuzzy,126359,Bel-Rea Institute of Animal Technology,,
unmatched,0.570,fuzzy,126562,University of Colorado Denver/Anschutz Medical Campus,,
updated,0.900,exact_name,126580,University of Colorado Colorado Springs,38,University of Colorado Colorado Springs
unmatched,0.380,fuzzy,126605,Spartan College of Aeronautics and Technology,,
updated,0.900,exact_name,126614,University of Colorado Boulder,37,University of Colorado Boulder
updated,0.900,exact_name,126669,Colorado Christian University,30,Colorado Christian University
unmatched,0.990,ambiguous,126678,Colorado College,,
unmatched,0.336,fuzzy,126687,Concorde Career College-Aurora,,
updated,0.990,exact_state_name,126711,Colorado Mountain College,32,Colorado Mountain College
unmatched,0.712,fuzzy,126748,Colorado Northwestern Community College,,
updated,0.900,exact_name,126775,Colorado School of Mines,33,Colorado School of Mines
unmatched,0.767,fuzzy,126784,Colorado School of Trades,,
unmatched,0.764,fuzzy,126818,Colorado State University-Fort Collins,,
unmatched,0.580,fuzzy,126827,Colorado Technical University-Colorado Springs,,
unmatched,0.580,fuzzy,12682703,Colorado Technical University-Denver South,,
unmatched,0.341,ambiguous,126863,Community College of Aurora,,
unmatched,0.376,fuzzy,126915,Technical College of the Rockies,,
updated,0.900,exact_name,126942,Community College of Denver,40,University of Denver
unmatched,0.366,fuzzy,126951,Lincoln College of Technology-Denver,,
unmatched,0.330,fuzzy,126979,Denver Seminary,,
unmatched,0.638,ambiguous,12697901,Denver Seminary - Washington DC,,
unmatched,0.486,ambiguous,12697902,Denver Seminary - West Texas,,
updated,0.900,exact_name,127060,University of Denver,40,University of Denver
unmatched,0.226,ambiguous,127158,Emily Griffith Technical College,,
updated,0.990,exact_state_name,127185,Fort Lewis College,27,Fort Lewis College
unmatched,0.556,fuzzy,127200,Front Range Community College,,
unmatched,0.274,fuzzy,127273,Iliff School of Theology,,
unmatched,0.178,ambiguous,127316,International Salon and Spa Academy,,
unmatched,0.444,fuzzy,127389,Lamar Community College,,
updated,0.900,exact_name,127556,Colorado Mesa University,26,Colorado Mesa University
unmatched,0.358,fuzzy,127565,Metropolitan State University of Denver,,
unmatched,0.428,fuzzy,127617,Morgan Community College,,
unmatched,0.254,fuzzy,127653,Naropa University,,
unmatched,0.413,fuzzy,127714,Nazarene Bible College,,
unmatched,0.469,fuzzy,127732,Northeastern Junior College,,
updated,0.900,exact_name,127741,University of Northern Colorado,41,University of Northern Colorado
unmatched,0.480,fuzzy,127778,Otero College,,
unmatched,0.580,fuzzy,12777801,Otero College - La Junta High School,,
unmatched,0.513,fuzzy,12777803,Otero College - Fort Lyon Colorado Coalition for the Homeless,,
updated,0.900,exact_name,127820,Pikes Peak State College,35,Pikes Peak Community College
unmatched,0.254,fuzzy,127884,Pueblo Community College,,
unmatched,0.396,ambiguous,127909,Red Rocks Community College,,
updated,0.900,exact_name,127918,Regis University,36,Regis University
unmatched,0.604,fuzzy,127945,Rocky Mountain College of Art and Design,,
unmatched,0.311,fuzzy,127954,Montessori Education Center of the Rockies,,
unmatched,0.705,fuzzy,128106,Colorado State University Pueblo,,
unmatched,0.228,fuzzy,128151,Pickens Technical College,,
unmatched,0.580,fuzzy,128179,Intellitec College-Colorado Springs,,
unmatched,0.175,fuzzy,128188,Intellitec College-Grand Junction,,
unmatched,0.320,ambiguous,128258,Trinidad State College,,
unmatched,0.644,fuzzy,128300,University of Colorado System Office,,
unmatched,0.288,ambiguous,128328,United States Air Force Academy,,
unmatched,0.336,fuzzy,128337,Empire Beauty School-Thornton,,
updated,0.900,exact_name,128391,Western Colorado University,28,Western Colorado University
unmatched,0.500,ambiguous,128498,Albertus Magnus College,,
unmatched,0.421,ambiguous,128577,Asnuntuck Community College,,
unmatched,0.600,ambiguous,128586,Bais Binyomin Academy,,
unmatched,0.533,fuzzy,128744,University of Bridgeport,,
unmatched,0.733,fuzzy,128771,Central Connecticut State University,,
unmatched,0.500,ambiguous,128780,Charter Oak State College,,
unmatched,0.571,ambiguous,128896,Cortiva Institute,,
updated,0.900,exact_name,128902,Connecticut College,185,University of Connecticut
unmatched,0.606,ambiguous,129002,Porter & Chester Institute of Hamden,,
updated,0.900,exact_name,129020,University of Connecticut,185,University of Connecticut
unmatched,0.588,ambiguous,129154,Goodwin University,,
unmatched,0.417,ambiguous,12915401,Goodwin University - Bridgeport Campus,,
unmatched,0.522,ambiguous,129181,Lincoln Technical Institute-East Windsor,,
unmatched,0.733,fuzzy,129215,Eastern Connecticut State University,,
unmatched,0.462,ambiguous,129242,Fairfield University,,
unmatched,0.450,ambiguous,129349,Paul Mitchell the School-North Haven,,
unmatched,0.500,fuzzy,129367,Capital Community College,,
unmatched,0.585,fuzzy,129428,Rensselaer at Hartford,,
unmatched,0.619,fuzzy,129482,American Institute-West Hartford,,
unmatched,0.407,ambiguous,129491,Hartford International University for Religion and Peace,,
unmatched,0.667,fuzzy,129525,University of Hartford,,
unmatched,0.486,ambiguous,129534,Holy Apostles College and Seminary,,
unmatched,0.625,ambiguous,129543,Housatonic Community College,,
unmatched,0.737,fuzzy,129695,Manchester Community College,,
unmatched,0.593,fuzzy,129729,Naugatuck Valley Community College,,
unmatched,0.632,ambiguous,129756,Middlesex Community College,,
unmatched,0.625,ambiguous,129774,Mitchell College,,
unmatched,0.571,fuzzy,129808,Three Rivers Community College,,
unmatched,0.353,ambiguous,12980801,Three Rivers Community College - Corrigan-Radgowski Correctional Center,,
unmatched,0.346,ambiguous,12980802,Three Rivers Community College - York Correctional Institution,,
unmatched,0.533,ambiguous,129923,Lincoln Technical Institute-New Britain,,
unmatched,0.384,ambiguous,129932,New England Tractor Trailer Training School of Connecticut,,
unmatched,0.706,fuzzy,129941,University of New Haven,,
unmatched,0.588,fuzzy,130004,Norwalk Community College,,
unmatched,0.667,fuzzy,130040,Northwestern Connecticut Community College,,
unmatched,0.500,ambiguous,130110,Paier College,,
unmatched,0.696,ambiguous,130174,Porter & Chester Institute,,
unmatched,0.565,fuzzy,13017401,Porter and Chester Institute of Rocky Hill,,
unmatched,0.588,ambiguous,13017402,Porter and Chester Institute of Enfield,,
unmatched,0.545,fuzzy,13017403,Porter and Chester Institute of Waterbury,,
unmatched,0.591,fuzzy,13017405,Porter and Chester Institute of Worcester,,
unmatched,0.541,ambiguous,13017407,Porter and Chester Institute - New London,,
unmatched,0.571,ambiguous,13017408,Porter and Chester Institute - Brockton,,
unmatched,0.591,fuzzy,13017409,Porter and Chester Institute - Chicopee,,
unmatched,0.600,ambiguous,130183,Post University,,
unmatched,0.667,fuzzy,130217,Quinebaug Valley Community College,,
unmatched,0.471,ambiguous,130226,Quinnipiac University,,
unmatched,0.571,ambiguous,130253,Sacred Heart University,,
unmatched,0.696,fuzzy,130314,University of Saint Joseph,,
unmatched,0.500,fuzzy,130396,Gateway Community College,,
unmatched,0.710,fuzzy,130493,Southern Connecticut State University,,
unmatched,0.500,ambiguous,130509,Stone Academy-West Haven,,
unmatched,0.533,fuzzy,130590,Trinity College,,
unmatched,0.545,fuzzy,130606,Tunxis Community College,,
updated,0.900,exact_name,130624,United States Coast Guard Academy,184,United States Coast Guard Academy
unmatched,0.556,fuzzy,130697,Wesleyan University,,
unmatched,0.733,fuzzy,130776,Western Connecticut State University,,
updated,0.900,exact_name,130794,Yale University,199,Yale University
unmatched,0.406,ambiguous,130837,Margaret H Rollins School of Nursing at Beebe Medical Center,,
unmatched,0.533,ambiguous,130873,Dawn Career Institute LLC,,
unmatched,0.490,ambiguous,130882,Delaware Technical Community College-Central Office,,
unmatched,0.600,ambiguous,130907,Delaware Technical Community College-Terry,,
unmatched,0.600,ambiguous,13090701,Delaware Technical Community College-Owens,,
unmatched,0.473,ambiguous,13090702,Delaware Technical Community College-Stanton/Wilmington,,
updated,0.900,exact_name,130934,Delaware State University,186,University of Delaware
updated,0.900,exact_name,130943,University of Delaware,186,University of Delaware
unmatched,0.480,ambiguous,130989,Goldey-Beacom College,,
unmatched,0.467,ambiguous,131061,Schilling-Douglas School of Hair Design LLC,,
unmatched,0.706,ambiguous,131113,Wilmington University,,
updated,0.900,exact_name,131159,American University,3,American University
unmatched,0.583,fuzzy,131283,The Catholic University of America,,
unmatched,0.765,fuzzy,131399,University of the District of Columbia,,
unmatched,0.330,ambiguous,131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,,
unmatched,0.500,fuzzy,131450,Gallaudet University,,
unmatched,0.759,ambiguous,131469,George Washington University,,
updated,0.900,exact_name,131496,Georgetown University,8,Georgetown University
unmatched,0.615,ambiguous,131520,Howard University,,
unmatched,0.619,fuzzy,131803,Strayer University-District of Columbia,,
unmatched,0.619,fuzzy,13180301,Strayer University-District of Columbia,,
unmatched,0.385,ambiguous,131830,National Conservatory of Dramatic Arts,,
unmatched,0.778,ambiguous,131876,Trinity Washington University,,
unmatched,0.468,ambiguous,131973,Wesley Theological Seminary,,
unmatched,0.706,ambiguous,132374,Atlantic Technical College,,
unmatched,0.643,ambiguous,132408,The Baptist College of Florida,,
unmatched,0.667,fuzzy,132471,Barry University,,
unmatched,0.471,ambiguous,13247101,Barry University Law School,,
unmatched,0.516,ambiguous,132602,Bethune-Cookman University,,
unmatched,0.750,fuzzy,132657,Lynn University,,
unmatched,0.615,ambiguous,132675,North Florida Technical College,,
unmatched,0.714,ambiguous,132693,Eastern Florida State College,,
unmatched,0.727,ambiguous,132709,Broward College,,
unmatched,0.462,fuzzy,132842,Albizu University-Miami,,
updated,0.900,exact_name,132851,College of Central Florida,88,University of Central Florida
unmatched,0.714,fuzzy,132879,Johnson University Florida,,
updated,0.900,exact_name,132903,University of Central Florida,88,University of Central Florida
unmatched,0.722,fuzzy,132976,Charlotte Technical College,,
unmatched,0.571,ambiguous,133021,Chipola College,,
unmatched,0.609,ambiguous,133155,Lorenzo Walker Technical College,,
unmatched,0.571,ambiguous,133386,Daytona State College,,
unmatched,0.500,ambiguous,133465,South University-West Palm Beach,,
unmatched,0.545,fuzzy,133492,Eckerd College,,
unmatched,0.722,fuzzy,133508,Florida SouthWestern State College,,
unmatched,0.476,ambiguous,133526,Edward Waters University,,
updated,0.900,exact_name,133553,Embry-Riddle Aeronautical University-Daytona Beach,69,Embry Riddle Aeronautical University-Daytona Beach
unmatched,0.471,ambiguous,133650,Florida Agricultural and Mechanical University,,
unmatched,0.609,ambiguous,133669,Florida Atlantic University,,
unmatched,0.600,fuzzy,133702,Florida State College at Jacksonville,,
unmatched,0.545,fuzzy,133711,Flagler College,,
unmatched,0.990,ambiguous,133809,Florida College,,
unmatched,0.444,ambiguous,133845,Concorde Career Institute-Jacksonville,,
unmatched,0.450,ambiguous,133854,Concorde Career Institute-Miramar,,
unmatched,0.444,ambiguous,133863,Concorde Career Institute-Tampa,,
unmatched,0.500,ambiguous,133872,AdventHealth University,,
unmatched,0.833,fuzzy,133881,Florida Institute of Technology,,
unmatched,0.513,fuzzy,133942,Florida Institute of Ultrasound Inc,,
unmatched,0.595,fuzzy,133951,Florida International University,,
unmatched,0.737,ambiguous,133960,The College of the Florida Keys,,
unmatched,0.609,ambiguous,133979,Florida Memorial University,,
unmatched,0.519,ambiguous,133997,Florida Career College-Miami,,
unmatched,0.636,ambiguous,134024,Florida School of Massage,,
unmatched,0.812,fuzzy,134079,Florida Southern College,,
unmatched,0.990,ambiguous,134097,Florida State University,,
unmatched,0.990,ambiguous,134130,University of Florida,,
unmatched,0.565,fuzzy,134228,Fort Pierce Beauty Academy,,
unmatched,0.556,fuzzy,134237,Full Sail University,,
unmatched,0.718,fuzzy,134291,George Stone Technical College,,
unmatched,0.571,ambiguous,134307,George T Baker Aviation Technical College,,
unmatched,0.421,ambiguous,134343,Gulf Coast State College,,
unmatched,0.571,fuzzy,134422,Key College,,
unmatched,0.545,fuzzy,134495,Hillsborough Community College,,
unmatched,0.519,ambiguous,134510,Hobe Sound Bible College,,
unmatched,0.450,fuzzy,134529,Hollywood Institute of Beauty Careers,,
unmatched,0.571,ambiguous,134574,Cortiva Institute,,
unmatched,0.516,ambiguous,134608,Indian River State College,,
unmatched,0.649,fuzzy,134714,International Academy,,
unmatched,0.533,ambiguous,134811,AI Miami International University of Art and Design,,
unmatched,0.545,ambiguous,134945,Jacksonville University,,
unmatched,0.457,ambiguous,135081,Keiser University-Ft Lauderdale,,
unmatched,0.581,fuzzy,13508101,Keiser University-Melbourne,,
unmatched,0.533,fuzzy,13508102,Keiser University-Tallahassee,,
unmatched,0.600,fuzzy,13508103,Keiser University-Daytona,,
unmatched,0.538,ambiguous,13508104,Keiser University-Lakeland,,
unmatched,0.571,fuzzy,13508105,Keiser University- Miami,,
unmatched,0.667,fuzzy,13508106,Keiser University-Orlando,,
unmatched,0.516,ambiguous,13508107,Keiser University-Sarasota,,
unmatched,0.500,ambiguous,13508108,Keiser University-Jacksonville,,
unmatched,0.500,ambiguous,13508109,Keiser University-Tampa,,
unmatched,0.486,fuzzy,13508110,Keiser University-Pembroke Pines,,
unmatched,0.488,ambiguous,13508111,Keiser University-Port St Lucie,,
unmatched,0.438,ambiguous,13508112,Keiser University-West Palm Beach,,
unmatched,0.455,ambiguous,13508113,Keiser University-Ft Myers,,
unmatched,0.571,fuzzy,13508114,Keiser University -  Clearwater,,
unmatched,0.465,ambiguous,13508115,Keiser University - New Port Richey,,
unmatched,0.462,ambiguous,13508116,Keiser University - Residential (Flagship),,
unmatched,0.500,ambiguous,135142,La Belle Beauty School,,
unmatched,0.636,ambiguous,135160,Florida Gateway College,,
unmatched,0.733,ambiguous,135179,Lake Technical College,,
unmatched,0.750,fuzzy,135188,Lake-Sumter State College,,
unmatched,0.649,ambiguous,135267,Fort Myers Technical College,,
unmatched,0.727,fuzzy,135276,Lively Technical College,,
unmatched,0.585,fuzzy,135294,Lindsey Hopkins Technical College,,
unmatched,0.550,fuzzy,135337,Loraines Academy & Spa,,
unmatched,0.514,ambiguous,135364,Luther Rice College & Seminary,,
unmatched,0.486,ambiguous,135391,State College of Florida-Manatee-Sarasota,,
unmatched,0.765,fuzzy,135407,Manatee Technical College,,
unmatched,0.727,fuzzy,135522,Traviss Technical College,,
unmatched,0.420,ambiguous,13552201,Maynard A. Traviss Technical College - Central Florida Aerospace Academy,,
unmatched,0.444,fuzzy,135559,Merryfield School of Pet Grooming,,
unmatched,0.545,fuzzy,135610,Trinity International University-Florida,,
unmatched,0.491,fuzzy,135647,Miami Lakes Educational Center and Technical College,,
unmatched,0.636,fuzzy,135717,Miami Dade College,,
unmatched,0.588,fuzzy,135726,University of Miami,,
unmatched,0.537,ambiguous,135735,Orange Technical College-Mid Florida Campus,,
unmatched,0.500,fuzzy,136109,Paul Mitchell the School-Jacksonville,,
unmatched,0.846,fuzzy,136145,North Florida College,,
unmatched,0.846,fuzzy,136172,University of North Florida,,
unmatched,0.759,fuzzy,136215,Nova Southeastern University,,
unmatched,0.733,fuzzy,136233,Northwest Florida State College,,
unmatched,0.727,fuzzy,136303,Orange Technical College,,
unmatched,0.533,fuzzy,136330,Palm Beach Atlantic University,,
unmatched,0.571,fuzzy,136358,Palm Beach State College,,
unmatched,0.545,ambiguous,136400,Pasco-Hernando State College,,
unmatched,0.588,ambiguous,136473,Pensacola State College,,
unmatched,0.533,fuzzy,136491,Pinellas Technical College-Clearwater,,
unmatched,0.500,fuzzy,136516,Polk State College,,
unmatched,0.591,fuzzy,136659,Radford M Locklin Technical College,,
unmatched,0.394,ambiguous,136701,Saint Vincent de Paul Regional Seminary,,
unmatched,0.688,fuzzy,136765,Ridge Technical College,,
unmatched,0.565,ambiguous,136774,Ringling College of Art and Design,,
unmatched,0.542,fuzzy,136826,Robert Morgan Educational Center and Technical College,,
unmatched,0.491,fuzzy,13682601,Miami Lakes Educational Center and Technical College -,,
unmatched,0.571,fuzzy,136950,Rollins College,,
unmatched,0.684,fuzzy,137023,First Coast Technical College,,
unmatched,0.800,fuzzy,137032,Saint Leo University,,
unmatched,0.609,fuzzy,137078,St Petersburg College,,
unmatched,0.500,fuzzy,137087,Pinellas Technical College-St. Petersburg,,
unmatched,0.545,ambiguous,137096,Santa Fe College,,
unmatched,0.706,ambiguous,137120,Suncoast Technical College,,
unmatched,0.710,ambiguous,137209,Seminole State College of Florida,,
unmatched,0.743,fuzzy,137245,Sheridan Technical College,,
unmatched,0.432,ambiguous,137272,St. John Vianney College Seminary,,
unmatched,0.571,fuzzy,137281,Saint Johns River State College,,
updated,0.900,exact_name,137315,South Florida State College,93,University of South Florida
updated,0.900,exact_name,137351,University of South Florida,93,University of South Florida
unmatched,0.522,ambiguous,137476,St. Thomas University,,
updated,0.900,exact_name,137546,Stetson University,82,Stetson University
unmatched,0.833,fuzzy,137564,Southeastern University,,
unmatched,0.600,ambiguous,137591,Bene's Career Academy,,
unmatched,0.800,fuzzy,137713,Riveroak Technical College,,
unmatched,0.522,ambiguous,137759,Tallahassee Community College,,
unmatched,0.710,fuzzy,137777,Talmudic College of Florida,,
unmatched,0.452,ambiguous,137801,Altierus Career College-Tampa,,
unmatched,0.545,fuzzy,137847,The University of Tampa,,
unmatched,0.686,fuzzy,137856,Big Bend Technical College,,
unmatched,0.651,fuzzy,137865,Tom P. Haney Technical College,,
unmatched,0.516,fuzzy,137953,Trinity Baptist College,,
unmatched,0.667,ambiguous,137962,Trinity College of Florida,,
unmatched,0.560,fuzzy,138187,Valencia College,,
unmatched,0.600,ambiguous,138275,Warner University,,
unmatched,0.553,ambiguous,138284,Florida Panhandle Technical College,,
unmatched,0.556,ambiguous,138293,Webber International University,,
unmatched,0.667,fuzzy,138309,Rasmussen University-Florida,,
unmatched,0.537,fuzzy,13830901,Rasmussen University-Central Pasco,,
unmatched,0.488,ambiguous,13830902,Rasmussen University-Fort Myers,,
unmatched,0.450,fuzzy,13830903,Rasmussen University-Tampa/Brandon,,
unmatched,0.500,ambiguous,13830905,Rasmussen University - Orlando,,
unmatched,0.800,fuzzy,138354,The University of West Florida,,
unmatched,0.571,fuzzy,138372,Orange Technical College-Westside Campus,,
unmatched,0.550,ambiguous,138479,William T McFatter Technical College,,
unmatched,0.632,fuzzy,138488,Orange Technical College-East Campus,,
unmatched,0.615,fuzzy,138497,Withlacoochee Technical College,,
unmatched,0.473,ambiguous,138558,Abraham Baldwin Agricultural College,,
unmatched,0.632,fuzzy,138600,Agnes Scott College,,
unmatched,0.566,ambiguous,138655,Interactive College of Technology-Chamblee,,
unmatched,0.571,ambiguous,138664,Interactive College of Technology-Morrow,,
unmatched,0.750,fuzzy,138682,Albany Technical College,,
unmatched,0.545,fuzzy,138716,Albany State University,,
unmatched,0.571,fuzzy,138761,Andrew College,,
unmatched,0.579,fuzzy,138813,The Art Institute of Atlanta,,
unmatched,0.667,ambiguous,138822,Georgia Career Institute,,
unmatched,0.727,ambiguous,138840,Atlanta Technical College,,
unmatched,0.615,ambiguous,138868,Point University,,
unmatched,0.500,ambiguous,138901,Atlanta Metropolitan State College,,
unmatched,0.429,ambiguous,138929,Atlanta's John Marshall Law School,,
unmatched,0.483,fuzzy,138938,Atlanta School of Massage,,
unmatched,0.571,ambiguous,138947,Clark Atlanta University,,
unmatched,0.727,fuzzy,138956,Augusta Technical College,,
unmatched,0.667,fuzzy,139144,Berry College,,
unmatched,0.516,ambiguous,139153,Beulah Heights University,,
unmatched,0.615,fuzzy,139199,Brenau University,,
unmatched,0.583,fuzzy,139205,Brewton-Parker College,,
unmatched,0.714,fuzzy,139250,College of Coastal Georgia,,
unmatched,0.700,fuzzy,139278,West Georgia Technical College,,
unmatched,0.727,ambiguous,139311,Clayton  State University,,
unmatched,0.549,fuzzy,139348,Columbia Theological Seminary,,
unmatched,0.647,ambiguous,139357,Columbus Technical College,,
unmatched,0.615,ambiguous,139366,Columbus State University,,
unmatched,0.609,ambiguous,139384,Georgia Northwestern Technical College,,
unmatched,0.533,fuzzy,139393,Covenant College,,
unmatched,0.714,fuzzy,139463,Dalton State College,,
unmatched,0.480,ambiguous,139506,Pro Way Hair School,,
unmatched,0.524,ambiguous,139579,South University-Savannah,,
unmatched,0.737,ambiguous,139621,East Georgia State College,,
unmatched,0.615,fuzzy,13962101,East Georgia State College - Statesboro,,
unmatched,0.556,ambiguous,13962102,East Georgia State College - Augusta,,
unmatched,0.571,fuzzy,139630,Emmanuel College,,
updated,0.900,exact_name,139658,Emory University,70,Emory University
updated,0.900,exact_name,139700,Georgia Highlands College,74,Georgia Highlands College
unmatched,0.727,fuzzy,139719,Fort Valley State University,,
unmatched,0.613,fuzzy,139746,Grady Health System Professional Schools,,
updated,0.878,fuzzy,139755,Georgia Institute of Technology-Main Campus,75,Georgia Institute of Technology
updated,0.889,fuzzy,139764,Georgia Southwestern State University,76,Georgia Southern University
unmatched,0.990,ambiguous,139861,Georgia College & State University,,
updated,0.900,exact_name,139931,Georgia Southern University,76,Georgia Southern University
unmatched,0.990,ambiguous,139940,Georgia State University,,
